,uid,history,prob
15036,204332467,"以家人之名High, 锦绣南歌High, 天舞纪High, 血鲨High, 重启之极海听雷High, 美人皮High, 笑起来真好看High, 亲爱的来吃饭High, 婚前21天High, 猎狐High, 大神猴1降妖篇High, 万古仙穹第四季High, 功夫宗师霍元甲Medium, 无心法师3High, 鬼吹灯之龙岭迷窟Medium, 声临其境第三季High, 我在北京等你High, 三生三世枕上书Medium, 绝代双骄High, 新世界High, 亲爱的新年好High, 人生选择题High, 普杰的冬天High",0.8086937042208111
15037,204333179,"夺皮High, 以家人之名High, 锦绣南歌High, 天舞纪High, 重启之极海听雷High, 美人皮High, 亲爱的来吃饭High, 婚前21天High, 猎狐High, 大神猴1降妖篇High, 万古仙穹第四季High, 功夫宗师霍元甲High, 无心法师3High, 鬼吹灯之龙岭迷窟High, 声临其境第三季High, 我在北京等你High, 三生三世枕上书Medium, 玛莎和熊МашаиМедведьHigh, 绝代双骄High, 新世界High, 亲爱的新年好High, 人生选择题High, 普杰的冬天High, 反骗天下High",0.8086937042208111
15038,204332811,"以家人之名High, 锦绣南歌High, 天舞纪High, 血鲨High, 重启之极海听雷High, 美人皮High, 笑起来真好看High, 婚前21天High, 猎狐High, 功夫宗师霍元甲Medium, 声临其境第三季High, 三生三世枕上书High, 我在北京等你High, 玛莎和熊МашаиМедведьHigh, 新世界High, 亲爱的新年好High, 人生选择题High, 反骗天下High",0.8040302522073697
15039,204332110,"阿娜尔罕High, 锦绣南歌High, 以家人之名High, 天舞纪High, 重启之极海听雷High, 美人皮High, 中国医生战疫版High, 笑起来真好看High, 婚前21天High, 猎狐High, 大神猴1降妖篇High, 功夫宗师霍元甲High, 鬼吹灯之龙岭迷窟Medium, 声临其境第三季High, 我在北京等你High, 三生三世枕上书High, 玛莎和熊МашаиМедведьHigh, 绝代双骄High, 新世界High, 亲爱的新年好High, 人生选择题High, 反骗天下High",0.8314971796756813
15040,204333016,"以家人之名High, 锦绣南歌High, 天舞纪High, 重启之极海听雷High, 美人皮High, 亲爱的来吃饭High, 婚前21天High, 猎狐High, 功夫宗师霍元甲Medium, 鬼吹灯之龙岭迷窟Medium, 声临其境第三季High, 三生三世枕上书High, 我在北京等你High, 玛莎和熊МашаиМедведьHigh, 绝代双骄High, 新世界High, 亲爱的新年好High, 人生选择题High, 反骗天下High",0.8314971796756813
15041,204334220,"以家人之名High, 锦绣南歌High, 天舞纪High, 血鲨High, 重启之极海听雷High, 美人皮High, 笑起来真好看High, 猎狐High, 功夫宗师霍元甲Medium, 普杰的冬天High, 无心法师3High, 鬼吹灯之龙岭迷窟High, 声临其境第三季High, 三生三世枕上书High, 我在北京等你High, 玛莎和熊МашаиМедведьHigh, 绝代双骄High, 新世界High, 亲爱的新年好High, 人生选择题High, 反骗天下High",0.8728715609439697
15042,204332128,"阿娜尔罕High, 烈火如歌High, 锦绣南歌High, 夺皮High, 以家人之名High, 天舞纪High, 血鲨High, 重启之极海听雷High, 美人皮High, 笑起来真好看High, 婚前21天High, 猎狐High, 大神猴1降妖篇High, 功夫宗师霍元甲Medium, 普杰的冬天High, 无心法师3High, 声临其境第三季High, 三生三世枕上书High, 我在北京等你High, 玛莎和熊МашаиМедведьHigh, 绝代双骄High, 新世界High, 亲爱的新年好High, 人生选择题High, 反骗天下High",0.8728715609439697
15043,204332848,"致我们暖暖的小时光Medium, 阿娜尔罕High, 锦绣南歌High, 夺皮High, 以家人之名High, 天舞纪High, 重启之极海听雷High, 美人皮High, 笑起来真好看High, 亲爱的来吃饭High, 婚前21天High, 猎狐High, 大神猴1降妖篇High, 万古仙穹第四季High, 功夫宗师霍元甲High, 普杰的冬天High, 无心法师3High, 声临其境第三季High, 三生三世枕上书High, 我在北京等你High, 绝代双骄High, 新世界High, 亲爱的新年好High, 人生选择题High, 反骗天下High",0.8400000000000001
15044,204333152,"以家人之名High, 锦绣南歌High, 天舞纪High, 重启之极海听雷High, 美人皮High, 婚前21天High, 猎狐High, 大神猴1降妖篇High, 功夫宗师霍元甲Medium, 无心法师3High, 鬼吹灯之龙岭迷窟Medium, 声临其境第三季High, 三生三世枕上书High, 我在北京等你High, 绝代双骄High, 玛莎和熊МашаиМедведьHigh, 新世界High, 亲爱的新年好High, 人生选择题High, 反骗天下High",0.8858795678282982
15045,204332298,"阿娜尔罕High, 锦绣南歌High, 夺皮High, 以家人之名High, 天舞纪High, 重启之极海听雷High, 美人皮High, 婚前21天High, 猎狐High, 大神猴1降妖篇High, 功夫宗师霍元甲High, 普杰的冬天High, 无心法师3High, 鬼吹灯之龙岭迷窟Medium, 声临其境第三季High, 三生三世枕上书High, 我在北京等你High, 绝代双骄High, 玛莎和熊МашаиМедведьHigh, 新世界High, 亲爱的新年好High, 人生选择题High, 反骗天下High",0.9565217391304351
15046,204332521,"阿娜尔罕High, 锦绣南歌High, 夺皮High, 以家人之名High, 天舞纪High, 重启之极海听雷High, 美人皮High, 婚前21天High, 猎狐High, 大神猴1降妖篇High, 功夫宗师霍元甲Medium, 普杰的冬天High, 无心法师3High, 鬼吹灯之龙岭迷窟Medium, 声临其境第三季High, 三生三世枕上书High, 我在北京等你High, 玛莎和熊МашаиМедведьHigh, 绝代双骄High, 新世界High, 亲爱的新年好High, 人生选择题High, 反骗天下High",0.9565217391304351
15047,204332018,"阿娜尔罕High, 锦绣南歌High, 夺皮High, 以家人之名High, 天舞纪High, 重启之极海听雷High, 美人皮High, 亲爱的来吃饭High, 婚前21天High, 猎狐High, 大神猴1降妖篇High, 万古仙穹第四季High, 功夫宗师霍元甲High, 无心法师3High, 鬼吹灯之龙岭迷窟Medium, 声临其境第三季High, 我在北京等你High, 三生三世枕上书High, 绝代双骄High, 玛莎和熊МашаиМедведьHigh, 新世界High, 亲爱的新年好High, 人生选择题High, 反骗天下High",0.8938193572966859
15048,204332621,"夺皮High, 锦绣南歌High, 以家人之名High, 天舞纪High, 血鲨High, 重启之极海听雷High, 美人皮High, 亲爱的来吃饭High, 婚前21天High, 猎狐High, 大神猴1降妖篇High, 万古仙穹第四季High, 功夫宗师霍元甲Medium, 无心法师3High, 鬼吹灯之龙岭迷窟High, 声临其境第三季High, 三生三世枕上书High, 我在北京等你High, 玛莎和熊МашаиМедведьHigh, 绝代双骄High, 新世界High, 亲爱的新年好High, 人生选择题High, 反骗天下High",0.8750000000000002
15049,204332270,"夺皮High, 以家人之名High, 锦绣南歌High, 天舞纪High, 重启之极海听雷High, 美人皮High, 笑起来真好看High, 亲爱的来吃饭High, 婚前21天High, 猎狐High, 大神猴1降妖篇High, 功夫宗师霍元甲Medium, 无心法师3High, 鬼吹灯之龙岭迷窟Medium, 声临其境第三季High, 三生三世枕上书High, 我在北京等你High, 玛莎和熊МашаиМедведьHigh, 新世界High, 亲爱的新年好High, 人生选择题High, 反骗天下High, 烈火如歌High",0.8891084489487742
15050,204332596,"锦绣南歌High, 夺皮High, 以家人之名High, 天舞纪High, 重启之极海听雷High, 美人皮High, 笑起来真好看High, 亲爱的来吃饭High, 婚前21天High, 猎狐High, 大神猴1降妖篇High, 功夫宗师霍元甲High, 无心法师3High, 鬼吹灯之龙岭迷窟Medium, 声临其境第三季High, 三生三世枕上书High, 玛莎和熊МашаиМедведьHigh, 绝代双骄High, 新世界High, 亲爱的新年好High, 人生选择题High, 反骗天下High",0.8891084489487742
15051,204331827,"锦绣南歌High, 夺皮High, 以家人之名High, 天舞纪High, 重启之极海听雷High, 婚前21天High, 猎狐High, 万古仙穹第四季High, 功夫宗师霍元甲Medium, 无心法师3High, 鬼吹灯之龙岭迷窟Medium, 声临其境第三季High, 三生三世枕上书High, 玛莎和熊МашаиМедведьHigh, 绝代双骄High, 新世界High, 亲爱的新年好High, 人生选择题High, 反骗天下High",0.8429272304235246
15052,204332892,"阿娜尔罕High, 锦绣南歌High, 夺皮High, 以家人之名High, 天舞纪High, 血鲨High, 重启之极海听雷High, 美人皮Medium, 亲爱的来吃饭High, 婚前21天High, 猎狐High, 大神猴1降妖篇High, 万古仙穹第四季High, 功夫宗师霍元甲Medium, 无心法师3High, 声临其境第三季High, 三生三世枕上书High, 我在北京等你High, 玛莎和熊МашаиМедведьHigh, 绝代双骄High, 新世界High, 亲爱的新年好High, 人生选择题High, 反骗天下High",0.8429272304235246
15053,204332715,"锦绣南歌High, 夺皮High, 以家人之名High, 天舞纪High, 血鲨High, 重启之极海听雷High, 美人皮Medium, 婚前21天High, 猎狐High, 普杰的冬天High, 无心法师3High, 声临其境第三季High, 三生三世枕上书High, 我在北京等你High, 玛莎和熊МашаиМедведьHigh, 绝代双骄High, 新世界High, 亲爱的新年好High",0.8542821429703303
15054,204333094,"锦绣南歌High, 夺皮High, 以家人之名High, 天舞纪High, 重启之极海听雷High, 美人皮Medium, 中国医生战疫版High, 笑起来真好看High, 婚前21天High, 猎狐High, 功夫宗师霍元甲Medium, 普杰的冬天High, 无心法师3High, 声临其境第三季High, 三生三世枕上书High, 我在北京等你High, 玛莎和熊МашаиМедведьHigh, 绝代双骄High, 新世界High, 亲爱的新年好High, 人生选择题High, 反骗天下High",0.8542821429703303
15058,2732503,"且听凤鸣High, 重启之极海听雷High, 风味原产地甘肃High, 十三猎杀High, 河神2High, 少年之名High, 塞上风云记High, 一九五八炮击金门High, 对白第三季High, 清平乐High, 拜托了冰箱第六季High, 舞者High, 欢乐喜剧人第六季High, 无心法师3High, 小妇人LittleWomenHigh, 我不是购物狂High",0.8838834764831843
15059,62790061,"且听凤鸣High, 重启之极海听雷High, 风味原产地甘肃High, 十三猎杀High, 恋与制作人恋とプロデューサーEVOLLOVEHigh, 99分女朋友High, 锦绣南歌High, 河神2High, 少年之名High, 塞上风云记High, 一九五八炮击金门High, 清平乐High, 拜托了冰箱第六季High, 舞者High, 欢乐喜剧人第六季High, 无心法师3High, 小妇人LittleWomenHigh, 我不是购物狂High",0.8838834764831843
15060,155156981,"且听凤鸣High, 重启之极海听雷High, 恋与制作人恋とプロデューサーEVOLLOVEHigh, 民初奇人传High, 一九五八炮击金门High, 舞者High, 极限挑战第六季High, 猎狐High, 歌手当打之年High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 无心法师3High, 我在北京等你Medium, 热血同行High, 谁都渴望遇见你High, 将夜2High, 我不是购物狂Medium",0.8003267306650415
15061,19431052,"且听凤鸣High, 重启之极海听雷High, 凡人修仙传High, 十三猎杀High, 恋与制作人恋とプロデューサーEVOLLOVEHigh, 少年之名High, 民初奇人传High, 对白第三季High, 舞者High, 极限挑战第六季High, 歌手当打之年High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 无心法师3High, 我在北京等你Medium, 热血同行High, 谁都渴望遇见你High, 将夜2High",0.8003267306650415
15062,111569205,"且听凤鸣High, 重启之极海听雷High, 风味原产地甘肃High, 恋与制作人恋とプロデューサーEVOLLOVEHigh, 锦绣南歌High, 河神2High, 少年之名High, 塞上风云记High, 我们的乐队High, 拜托了冰箱第六季High, 舞者High, 歌手当打之年High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 无心法师3High, 谁都渴望遇见你High, 我不是购物狂High",0.8134892168199607
15063,1521011,"且听凤鸣High, 重启之极海听雷High, 恋与制作人恋とプロデューサーEVOLLOVEHigh, 99分女朋友High, 河神2High, 少年之名High, 塞上风云记High, 民初奇人传High, 我们的乐队High, 对白第三季High, 拜托了冰箱第六季High, 舞者High, 猎狐High, 歌手当打之年High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 无心法师3High, 热血同行High, 谁都渴望遇见你High, 我不是购物狂High",0.8134892168199607
15067,148798643,"且听凤鸣High, 重启之极海听雷High, 凡人修仙传High, 十三猎杀High, 恋与制作人恋とプロデューサーEVOLLOVEHigh, 99分女朋友High, 河神2High, 民初奇人传High, 夺皮High, 舞者High, 极限挑战第六季High, 猎狐High, 歌手当打之年High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 无心法师3High, 热血同行High, 谁都渴望遇见你High, 将夜2High, 我不是购物狂High",0.8783100656536799
15068,3247739,"且听凤鸣High, 重启之极海听雷High, 凡人修仙传High, 恋与制作人恋とプロデューサーEVOLLOVEHigh, 99分女朋友High, 河神2High, 对白第三季High, 民初奇人传High, 一九五八炮击金门High, 舞者High, 极限挑战第六季High, 猎狐High, 歌手当打之年High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 无心法师3High, 我在北京等你Medium, 热血同行High, 谁都渴望遇见你High, 将夜2High, 我不是购物狂High",0.9304842103984708
15069,37949483,"且听凤鸣High, 重启之极海听雷High, 时代我High, 凡人修仙传High, 十三猎杀High, 恋与制作人恋とプロデューサーEVOLLOVEHigh, 河神2High, 99分女朋友High, 民初奇人传High, 对白第三季High, 舞者High, 极限挑战第六季High, 猎狐High, 歌手当打之年High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 无心法师3High, 我在北京等你Medium, 热血同行High, 谁都渴望遇见你High, 将夜2High, 我不是购物狂High",0.9304842103984708
15070,79040164,"重启之极海听雷High, 时代我High, 凡人修仙传High, 十三猎杀High, 河神2High, 少年之名High, 对白第三季High, 民初奇人传High, 清平乐High, 一九五八炮击金门High, 舞者High, 极限挑战第六季High, 猎狐High, 歌手当打之年High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 无心法师3High, 我在北京等你Medium, 谁都渴望遇见你High, 热血同行High, 将夜2High, 我不是购物狂High",0.9090909090909091
15071,162512888,"重启之极海听雷High, 风味原产地甘肃High, 时代我High, 凡人修仙传High, 十三猎杀High, 恋与制作人恋とプロデューサーEVOLLOVEHigh, 河神2High, 对白第三季High, 民初奇人传High, 一九五八炮击金门High, 舞者High, 极限挑战第六季High, 猎狐High, 歌手当打之年High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 无心法师3High, 我在北京等你Medium, 热血同行High, 谁都渴望遇见你High, 将夜2High, 我不是购物狂High",0.9293203772845849
15072,44972984,"重启之极海听雷High, 风味原产地甘肃High, 凡人修仙传High, 十三猎杀High, 河神2High, 对白第三季High, 民初奇人传High, 一九五八炮击金门High, 极限挑战第六季High, 猎狐High, 歌手当打之年High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 无心法师3High, 我在北京等你Medium, 谁都渴望遇见你High, 热血同行High, 将夜2High, 我不是购物狂High",0.9293203772845849
15075,2381366,"重启之极海听雷High, 凡人修仙传High, 花样实习生High, 哪吒降妖记High, 河神2High, 锦绣南歌High, 民初奇人传High, 清平乐High, 一九五八炮击金门High, 拜托了冰箱第六季High, 舞者High, 猎狐High, 歌手当打之年High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 无心法师3High, 谁都渴望遇见你High, 热血同行High, 将夜2High, 小妇人LittleWomenHigh, 我不是购物狂High",0.8295150620062532
15076,2628142,"重启之极海听雷High, 凡人修仙传High, 十三猎杀High, 花样实习生High, 哪吒降妖记High, 河神2High, 锦绣南歌High, 少年之名High, 民初奇人传High, 一九五八炮击金门High, 对白第三季High, 舞者High, 猎狐High, 歌手当打之年High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 无心法师3High, 热血同行High, 谁都渴望遇见你High, 我不是购物狂High",0.8999999999999999
15077,1282796,"重启之极海听雷High, 凡人修仙传High, 十三猎杀High, 花样实习生High, 99分女朋友High, 河神2High, 锦绣南歌High, 少年之名High, 民初奇人传High, 清平乐High, 对白第三季High, 舞者High, 猎狐High, 歌手当打之年High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 无心法师3High, 热血同行High, 谁都渴望遇见你High, 我不是购物狂High",0.9500000000000001
15078,40513377,"重启之极海听雷High, 凡人修仙传High, 十三猎杀High, 花样实习生High, 99分女朋友High, 河神2High, 锦绣南歌High, 少年之名High, 民初奇人传High, 对白第三季High, 清平乐High, 拜托了冰箱第六季High, 猎狐High, 歌手当打之年High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 无心法师3High, 热血同行High, 谁都渴望遇见你High, 我不是购物狂High",0.9500000000000001
15079,15726550,"重启之极海听雷High, 恋与制作人恋とプロデューサーEVOLLOVEHigh, 99分女朋友High, 河神2High, 少年之名High, 塞上风云记High, 民初奇人传High, 清平乐High, 拜托了冰箱第六季High, 舞者High, 猎狐High, 歌手当打之年High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 无心法师3High, 热血同行High, 谁都渴望遇见你High, 我不是购物狂High",0.8888888888888892
15080,53673010,"且听凤鸣High, 重启之极海听雷High, 恋与制作人恋とプロデューサーEVOLLOVEHigh, 河神2High, 锦绣南歌High, 少年之名High, 民初奇人传High, 清平乐High, 拜托了冰箱第六季High, 舞者High, 猎狐High, 歌手当打之年High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 无心法师3High, 热血同行High, 谁都渴望遇见你High, 我不是购物狂High",0.9428090415820634
15081,6363910,"重启之极海听雷High, 恋与制作人恋とプロデューサーEVOLLOVEHigh, 河神2High, 锦绣南歌High, 少年之名High, 民初奇人传High, 清平乐High, 舞者High, 猎狐High, 歌手当打之年High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 无心法师3High, 热血同行High, 谁都渴望遇见你High, 我不是购物狂High",0.9428090415820634
15082,37993864,"且听凤鸣High, 凡人修仙传High, 恋与制作人恋とプロデューサーEVOLLOVEHigh, 99分女朋友High, 河神2High, 锦绣南歌High, 少年之名High, 民初奇人传High, 对白第三季High, 舞者High, 猎狐High, 歌手当打之年High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 小妇人LittleWomenHigh, 我不是购物狂High",0.8391463916782735
15083,41567573,"且听凤鸣High, 凡人修仙传High, 十三猎杀High, 恋与制作人恋とプロデューサーEVOLLOVEHigh, 河神2High, 锦绣南歌High, 少年之名High, 民初奇人传High, 拜托了冰箱第六季High, 猎狐High, 歌手当打之年High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 小妇人LittleWomenHigh, 我不是购物狂High",0.8391463916782735
15087,47813019,"且听凤鸣High, 凡人修仙传High, 恋与制作人恋とプロデューサーEVOLLOVEHigh, 河神2High, 锦绣南歌High, 民初奇人传High, 拜托了冰箱第六季High, 舞者High, 猎狐High, 歌手当打之年High, 侠探简不知High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 无心法师3High, 谁都渴望遇见你High, 热血同行High, 将夜2High, 小妇人LittleWomenHigh, 我不是购物狂High",0.8207826816681232
15088,41601935,"且听凤鸣High, 凡人修仙传High, 十三猎杀High, 恋与制作人恋とプロデューサーEVOLLOVEHigh, 河神2High, 锦绣南歌High, 少年之名High, 对白第三季High, 民初奇人传High, 一九五八炮击金门High, 猎狐High, 歌手当打之年High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 无心法师3High, 谁都渴望遇见你High, 热血同行High, 将夜2High, 小妇人LittleWomenHigh, 我不是购物狂High",0.8499999999999999
15089,44809122,"且听凤鸣High, 凡人修仙传High, 十三猎杀High, 花样实习生High, 河神2High, 锦绣南歌High, 少年之名High, 民初奇人传High, 拜托了冰箱第六季High, 舞者High, 猎狐High, 歌手当打之年High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 无心法师3High, 热血同行High, 谁都渴望遇见你High, 将夜2High, 小妇人LittleWomenHigh, 我不是购物狂High",0.95
15090,29098280,"且听凤鸣High, 凡人修仙传High, 十三猎杀High, 恋与制作人恋とプロデューサーEVOLLOVEHigh, 河神2High, 锦绣南歌High, 少年之名High, 民初奇人传High, 拜托了冰箱第六季High, 舞者High, 猎狐High, 歌手当打之年High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 无心法师3High, 谁都渴望遇见你High, 热血同行High, 将夜2High, 小妇人LittleWomenHigh, 我不是购物狂High",0.9746794344808963
15091,5442458,"且听凤鸣High, 凡人修仙传High, 十三猎杀High, 河神2High, 锦绣南歌High, 少年之名High, 民初奇人传High, 拜托了冰箱第六季High, 舞者High, 猎狐High, 歌手当打之年High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 无心法师3High, 谁都渴望遇见你High, 热血同行High, 将夜2High, 小妇人LittleWomenHigh, 我不是购物狂High",0.9746794344808963
15092,43662896,"且听凤鸣High, 凡人修仙传High, 十三猎杀High, 哪吒降妖记High, 花样实习生High, 河神2High, 锦绣南歌High, 少年之名High, 民初奇人传High, 拜托了冰箱第六季High, 猎狐High, 歌手当打之年High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 无心法师3High, 谁都渴望遇见你High, 热血同行High, 将夜2High, 小妇人LittleWomenHigh, 我不是购物狂High",0.9233805168766386
15093,77673019,"且听凤鸣High, 凡人修仙传High, 哪吒降妖记High, 河神2High, 锦绣南歌High, 少年之名High, 民初奇人传High, 对白第三季High, 拜托了冰箱第六季High, 猎狐High, 歌手当打之年High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 无心法师3High, 谁都渴望遇见你High, 热血同行High, 将夜2High, 小妇人LittleWomenHigh, 我不是购物狂High",0.9233805168766386
15094,34136573,"且听凤鸣High, 风味原产地甘肃High, 凡人修仙传High, 十三猎杀High, 河神2High, 锦绣南歌High, 少年之名High, 民初奇人传High, 清平乐High, 拜托了冰箱第六季High, 舞者High, 猎狐High, 歌手当打之年High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 无心法师3High, 热血同行High, 谁都渴望遇见你High, 我不是购物狂High",0.8720815992723808
15095,4060215,"且听凤鸣High, 凡人修仙传High, 十三猎杀High, 恋与制作人恋とプロデューサーEVOLLOVEHigh, 99分女朋友High, 河神2High, 锦绣南歌High, 少年之名High, 民初奇人传High, 我们的乐队High, 拜托了冰箱第六季High, 舞者High, 猎狐High, 歌手当打之年High, 欢乐喜剧人第六季High, 叹息桥歎息橋High, 无心法师3High, 热血同行High, 谁都渴望遇见你High, 我不是购物狂High",0.8720815992723808
15096,38810309,"且听凤鸣High, 花样实习生High, 99分女朋友High, 时代我High, 少年之名High, 锦绣南歌High, 哪吒降妖记High, 对白第三季High, 奔跑吧第四季High, 最强大脑之燃烧吧大脑第三季High, 猎狐High, 歌手当打之年High, 致我们甜甜的小美满High, 侠探简不知High, 谁都渴望遇见你High, 无心法师3High, 将夜2High, 我不是购物狂High",0.9718253158075503
15097,46250179,"且听凤鸣High, 花样实习生High, 时代我High, 99分女朋友High, 锦绣南歌High, 少年之名High, 哪吒降妖记High, 对白第三季High, 奔跑吧第四季High, 最强大脑之燃烧吧大脑第三季High, 猎狐High, 歌手当打之年High, 致我们甜甜的小美满High, 侠探简不知High, 谁都渴望遇见你High, 无心法师3High, 我不是购物狂High",0.9718253158075503
15098,2699519,"风味原产地甘肃High, 且听凤鸣High, 花样实习生High, 锦绣南歌High, 河神2High, 99分女朋友High, 时代我High, 少年之名High, 对白第三季High, 奔跑吧第四季High, 最强大脑之燃烧吧大脑第三季High, 猎狐High, 歌手当打之年High, 致我们甜甜的小美满High, 侠探简不知High, 无心法师3High, 谁都渴望遇见你High, 热血同行High, 将夜2High, 我不是购物狂High",0.895978670381041
15099,46644307,"且听凤鸣High, 风味原产地甘肃High, 99分女朋友High, 时代我High, 锦绣南歌High, 哪吒降妖记High, 对白第三季High, 奔跑吧第四季High, 最强大脑之燃烧吧大脑第三季High, 猎狐High, 歌手当打之年High, 致我们甜甜的小美满High, 侠探简不知High, 谁都渴望遇见你High, 无心法师3High, 热血同行High, 将夜2High, 我不是购物狂High",0.895978670381041
15100,2591170,"且听凤鸣High, 重启之极海听雷High, 锦绣南歌High, 时代我High, 少年之名High, 哪吒降妖记High, 对白第三季High, 奔跑吧第四季High, 最强大脑之燃烧吧大脑第三季High, 猎狐High, 歌手当打之年High, 致我们甜甜的小美满High, 侠探简不知High, 谁都渴望遇见你High, 无心法师3High, 我不是购物狂High",1.0
15101,55459172,"且听凤鸣High, 重启之极海听雷High, 锦绣南歌High, 时代我High, 少年之名High, 哪吒降妖记High, 对白第三季High, 奔跑吧第四季High, 最强大脑之燃烧吧大脑第三季High, 猎狐High, 歌手当打之年High, 侠探简不知High, 致我们甜甜的小美满High, 谁都渴望遇见你High, 无心法师3High, 我不是购物狂High",1.0
15102,27245029,"且听凤鸣High, 重启之极海听雷High, 花样实习生High, 99分女朋友High, 时代我High, 少年之名High, 幸福触手可及High, 对白第三季High, 奔跑吧第四季High, 最强大脑之燃烧吧大脑第三季High, 猎狐High, 歌手当打之年High, 侠探简不知High, 致我们甜甜的小美满High, 谁都渴望遇见你High, 无心法师3High, 我不是购物狂High",0.9701425001453319
15103,56108622,"且听凤鸣High, 重启之极海听雷High, 99分女朋友High, 时代我High, 少年之名High, 幸福触手可及High, 对白第三季High, 奔跑吧第四季High, 最强大脑之燃烧吧大脑第三季High, 猎狐High, 歌手当打之年High, 致我们甜甜的小美满High, 侠探简不知High, 谁都渴望遇见你High, 无心法师3High, 我不是购物狂High",0.9701425001453319
15104,29386235,"且听凤鸣High, 花样实习生High, 河神2High, 少年之名High, 民初奇人传High, 亲爱的义祁君High, 极限挑战第六季High, 猎狐High, 歌手当打之年High, 欢乐喜剧人第六季High, 侠探简不知High, 不完美的她High, 无心法师3High, 绝地战警疾速追击BadBoysforLifeHigh, 小妇人LittleWomenHigh, 将夜2High",0.9354143466934853
15105,43879225,"且听凤鸣High, 河神2High, 少年之名High, 亲爱的义祁君High, 极限挑战第六季High, 猎狐High, 歌手当打之年High, 欢乐喜剧人第六季High, 侠探简不知High, 不完美的她High, 无心法师3High, 绝地战警疾速追击BadBoysforLifeHigh, 小妇人LittleWomenHigh, 将夜2High",0.9354143466934853
15106,62006182,"凡人修仙传High, 重启之极海听雷High, 花样实习生High, 哪吒降妖记High, 99分女朋友High, 锦绣南歌High, 少年之名High, 民初奇人传High, 塞上风云记High, 一九五八炮击金门High, 对白第三季High, 亲爱的义祁君High, 极限挑战第六季High, 笑起来真好看High, 歌手当打之年High, 猎狐High, 欢乐喜剧人第六季High, 侠探简不知High, 致我们甜甜的小美满High, 不完美的她High, 无心法师3High, 小妇人LittleWomenHigh, 将夜2High",0.8001976040538967
15107,61021836,"重启之极海听雷High, 河神2High, 99分女朋友High, 哪吒降妖记High, 锦绣南歌High, 少年之名High, 塞上风云记High, 对白第三季High, 亲爱的义祁君High, 极限挑战第六季High, 笑起来真好看High, 歌手当打之年High, 猎狐High, 欢乐喜剧人第六季High, 致我们甜甜的小美满High, 侠探简不知High, 不完美的她High, 叹息桥歎息橋High, 无心法师3High, 绝地战警疾速追击BadBoysforLifeHigh, 小妇人LittleWomenHigh, 我不是购物狂High",0.909090909090909
15108,61766650,"重启之极海听雷High, 哪吒降妖记High, 花样实习生High, 99分女朋友High, 锦绣南歌High, 少年之名High, 民初奇人传High, 塞上风云记High, 对白第三季High, 亲爱的义祁君High, 极限挑战第六季High, 笑起来真好看High, 歌手当打之年High, 猎狐High, 欢乐喜剧人第六季High, 致我们甜甜的小美满High, 侠探简不知High, 不完美的她High, 叹息桥歎息橋High, 绝地战警疾速追击BadBoysforLifeHigh, 小妇人LittleWomenHigh, 我不是购物狂High",0.9304842103984707
15109,119579973,"重启之极海听雷High, 99分女朋友High, 哪吒降妖记High, 锦绣南歌High, 少年之名High, 民初奇人传High, 塞上风云记High, 对白第三季High, 亲爱的义祁君High, 笑起来真好看High, 歌手当打之年High, 猎狐High, 欢乐喜剧人第六季High, 侠探简不知High, 致我们甜甜的小美满High, 不完美的她High, 叹息桥歎息橋High, 无心法师3High, 绝地战警疾速追击BadBoysforLifeHigh, 小妇人LittleWomenHigh, 我不是购物狂High",1.0000000000000002
